timestamp,fidelity,JCT
2023-11-12 17:00:00,0.7282435616638631,50.0
2023-11-12 17:00:01,0.7363100002897388,163.63636363636363
2023-11-12 17:00:02,0.7332479151853597,277.27272727272725
2023-11-12 17:00:03,0.7313812187787585,390.90909090909093
2023-11-12 17:00:04,0.725184260966194,504.54545454545456
2023-11-12 17:00:05,0.7251839232847068,618.1818181818182
2023-11-12 17:00:06,0.7238131705703548,731.8181818181819
2023-11-12 17:00:07,0.7351264660408491,845.4545454545455
2023-11-12 17:00:08,0.7314156101644049,959.0909090909091
2023-11-12 17:00:09,0.7329130160891446,1072.7272727272727
2023-11-12 17:00:10,0.7232881829201412,1186.3636363636365
2023-11-12 17:00:11,0.736578737930268,1300.0
2023-11-12 17:00:12,0.7346541969712059,1413.6363636363637
2023-11-12 17:00:13,0.7259727475494958,1527.2727272727273
2023-11-12 17:00:14,0.7255455495408993,1640.909090909091
2023-11-12 17:00:15,0.7255676631379481,1754.5454545454545
2023-11-12 17:00:16,0.7272593914014335,1868.1818181818182
2023-11-12 17:00:17,0.7303465900428513,1981.818181818182
2023-11-12 17:00:18,0.7290472302609896,2095.4545454545455
2023-11-12 17:00:19,0.7270772079627725,2209.090909090909
2023-11-12 17:00:20,0.7315659405261133,2322.727272727273
2023-11-12 17:00:21,0.7249529140491285,2436.3636363636365
2023-11-12 17:00:22,0.727090025079493,2550.0
2023-11-12 17:00:23,0.7281290658061117,2663.6363636363635
2023-11-12 17:00:24,0.7293849797790385,2777.2727272727275
2023-11-12 17:00:25,0.7339924634595022,2890.909090909091
2023-11-12 17:00:26,0.725795432950217,3004.5454545454545
2023-11-12 17:00:27,0.7301992821377905,3118.1818181818185
2023-11-12 17:00:28,0.7312938039640686,3231.818181818182
2023-11-12 17:00:29,0.72365030577808,3345.4545454545455
2023-11-12 17:00:30,0.7315056279266201,3459.090909090909
2023-11-12 17:00:31,0.7253873377316221,3572.727272727273
2023-11-12 17:00:32,0.7239107223017939,3686.3636363636365
2023-11-12 17:00:33,0.7362843975215466,3800.0
2023-11-12 17:00:34,0.7365188484630438,3913.636363636364
2023-11-12 17:00:35,0.7343175628736305,4027.2727272727275
2023-11-12 17:00:36,0.7272645927684271,4140.909090909091
2023-11-12 17:00:37,0.7243674095960894,4254.545454545455
2023-11-12 17:00:38,0.7325792623711702,4368.181818181818
2023-11-12 17:00:39,0.7291621349123544,4481.818181818182
2023-11-12 17:00:40,0.7247085352878269,4595.454545454546
2023-11-12 17:00:41,0.7299324767415578,4709.090909090909
2023-11-12 17:00:42,0.723481439295613,4822.727272727273
